Media Source,Date,Headline,link,Type (News/Editorial)
NYT,11/7/2023,Transcript: Ezra Klein Interviews Amjad Iraqi,https://nytimes.com/2023/11/07/podcasts/ezra-klein-interviews-amjad-iraqi.html,News
NYT,11/7/2023,What’s at Stake in Today’s Elections,https://nytimes.com/2023/11/07/briefing/election-day-votes-supreme-court-gun-case.html,News
NYT,11/6/2023,"Called to Serve, Israeli Reservists Wait to Deploy",https://nytimes.com/2023/11/06/world/middleeast/israeli-reservists.html,News
NYT,11/6/2023,"Outside Israel’s Parliament, hundreds demand more action on hostages.",https://nytimes.com/live/2023/11/06/world/israel-hamas-war-gaza-news/in-rally-outside-israels-parliament-hundreds-demand-more-action-on-hostages,News
NYT,11/6/2023,U.N. Says Israel-Gaza War Is Deadliest Ever for Its Personnel,https://nytimes.com/2023/11/06/world/middleeast/un-unrwa-death-toll.html,News
NYT,11/6/2023,Blinken Meets With Palestinian and Iraqi Leaders in Bid to Contain Gaza War,https://nytimes.com/2023/11/05/world/middleeast/israel-gaza-blinken-iraq.html,News
NYT,11/6/2023,Jordan Airdrops Medical Aid to Its Field Hospital in Gaza,https://nytimes.com/2023/11/06/world/middleeast/israel-jordan-aid.html,News
NYT,11/6/2023,More foreign citizens are allowed to leave Gaza.,https://nytimes.com/live/2023/11/06/world/israel-hamas-war-gaza-news/more-foreign-citizens-are-allowed-to-leave-gaza,News
NYT,11/6/2023,Swing State Voters Are Souring on Biden,https://nytimes.com/2023/11/06/podcasts/the-daily/biden-trump-2024.html,News
NYT,11/5/2023,An Israeli runner mourns members of his run club.,https://nytimes.com/2023/11/05/nyregion/israeli-runner-nyc-marathon.html,News
NYT,11/5/2023,Israel accuses Hamas of operating out of 2 more Gaza hospitals.,https://nytimes.com/live/2023/11/05/world/israel-hamas-war-gaza-news/israel-accuses-hamas-of-operating-out-of-2-more-gaza-hospitals,News
NYT,11/5/2023,Israel Quietly Pushed for Egypt to Admit Large Numbers of Gazans,https://nytimes.com/2023/11/05/world/middleeast/israel-egypt-gaza.html,News
NYT,11/5/2023,Tens of thousands rallied in the U.S. in support of Palestinians.,https://nytimes.com/2023/11/05/world/middleeast/tens-of-thousands-rallied-in-the-us-in-support-of-palestinians.html,News
NYT,11/5/2023,Cross-Tabs: October 2023 Times/Siena Poll of the 2024 Battlegrounds,Video,News
NYT,11/5/2023,Michigan Cross-Tabs: October 2023 Times/Siena Poll,Video,News
NYT,11/5/2023,"Russian Strike on Soldiers at Ceremony Was a Crime, Zelensky Says",https://nytimes.com/2023/11/05/world/europe/russia-ukraine-war-soldiers.html,News
NYT,11/4/2023,A Snapshot of Support for Palestinians Across America,https://nytimes.com/2023/11/04/us/protests-israels-gaza.html,News
NYT,11/4/2023,Blinken gets pushback from Arab partners after talks in Jordan.,https://nytimes.com/live/2023/11/04/world/israel-hamas-war-news-gaza/blinken-jordan-to-meet-with-regional-officials-in-jordan,News
NYT,11/4/2023,"Rothko, in Pain and Glory",https://nytimes.com/2023/11/04/briefing/rothko-in-pain-and-glory.html,News
NYT,11/3/2023,"As Gaza War Enters New Phase, Israel Faces Pressure Over Civilian Deaths",https://nytimes.com/2023/11/03/world/middleeast/israel-invasion-gaza-hamas.html,News
NYT,11/3/2023,Thousands of Gazan workers stranded in Israel return to a changed home.,https://nytimes.com/live/2023/11/03/world/israel-hamas-war-gaza-news/thousands-of-gazan-workers-stranded-in-israel-return-to-a-changed-home,News
NYT,11/3/2023,Blinken Urges ‘Pauses’ in Fighting to Deliver Aid for Gaza Civilians,https://nytimes.com/2023/11/03/world/middleeast/israel-hamas-blinken-gaza.html,News
NYT,11/3/2023,"In High-Stakes Speech, Hezbollah’s Leader Stops Short of Call to Expand Hamas War",https://nytimes.com/2023/11/03/world/middleeast/hezbollah-leader-address-israel-hamas-war-gaza.html,News
NYT,11/3/2023,Jewish Viewers Find a Refuge in Fox News,https://nytimes.com/2023/11/03/business/media/fox-news-jews-israel.html,News
NYT,11/3/2023,U.S. Citizen Crosses the Rafah Border,Video,News
NYT,11/2/2023,A Doctor in Gaza Describes ‘Horrific Scenes’ After Israeli Airstrikes,https://nytimes.com/2023/11/02/world/middleeast/voices-airstrikes-jabaliya-hospital.html,News
NYT,11/2/2023,Israel rejects the U.N. human rights agency’s concern that Israeli strikes on Jabaliya may constitute war crimes.,https://nytimes.com/live/2023/11/02/world/israel-hamas-war-gaza-news/israel-rejects-the-un-human-rights-agencys-concern-that-israeli-strikes-on-jabaliya-may-constitute-war-crimes,News
NYT,11/2/2023,Voices on the horror of the Israeli airstrikes in Gaza and the crisis in the hospitals.,https://nytimes.com/live/2023/11/02/world/israel-hamas-war-gaza-news/voices-on-the-horror-of-the-israeli-airstrikes-in-gaza-and-the-crisis-in-the-hospitals,News
NYT,11/2/2023,An ‘Israel Explainer’ Makes Her Country’s Case in America,https://nytimes.com/2023/11/02/nyregion/noa-tishby-israel-antisemitism.html,News
NYT,11/2/2023,Hezbollah’s Leader to Speak Publicly for 1st Time Since Hamas Attacked Israel,https://nytimes.com/2023/11/02/world/middleeast/hezbollah-hassan-nasrallah-israel-hamas.html,News
NYT,11/2/2023,‘In Egypt Now. Free!’: First Evacuees From Gaza Feel Relief and Gratitude,https://nytimes.com/2023/11/02/world/middleeast/gaza-egypt-rafah-crossing-evacuation.html,News
NYT,11/2/2023,Friday Briefing: China pushes for women to stay home,https://nytimes.com/2023/11/02/briefing/china-gaza-ukraine.html,News
NYT,11/2/2023,More Americans make it out of Gaza in second day of Rafah border crossings.,https://nytimes.com/live/2023/11/02/world/israel-hamas-war-gaza-news/more-americans-make-it-out-of-gaza-in-second-day-of-rafah-border-crossings,News
NYT,11/2/2023,Saudi Arabia Begins Aid Effort for Gaza and Raises $17 Million in Hours,https://nytimes.com/2023/11/02/world/middleeast/saudi-arabia-gaza-aid-fundraiser.html,News
NYT,11/2/2023,The West Bank seethes amid the war in Gaza.,https://nytimes.com/2023/11/02/world/middleeast/the-west-bank-seethes-amid-the-war-in-gaza.html,News
NYT,11/2/2023,TikTok Pushes Back Against Claims It Fuels Antisemitism,https://nytimes.com/2023/11/02/business/tiktok-antisemitism-claims-israel-palestinians.html,News
NYT,11/2/2023,Young Woman Describes ‘Miserable’ Living Conditions in Gaza,Video,News
NYT,11/1/2023,The continued Israeli siege pushes Gazans to the brink.,https://nytimes.com/live/2023/11/01/world/israel-hamas-war-gaza-news/the-continued-israeli-siege-pushes-gazans-to-the-brink,News
NYT,11/1/2023,"After Years of Vowing to Destroy Israel, Iran Faces a Dilemma",https://nytimes.com/2023/11/01/world/middleeast/iran-israel-hamas.html,News
NYT,11/1/2023,Here’s why the urban area in Gaza struck by Israel is classified as a refugee camp.,https://nytimes.com/live/2023/11/01/world/israel-hamas-war-gaza-news/heres-why-the-urban-area-in-gaza-struck-by-israel-is-classified-as-a-refugee-camp,News
NYT,11/1/2023,"In Protests Against Israel Strikes, G.O.P. Sees ‘Woke Agenda’ at Colleges",https://nytimes.com/2023/11/01/us/politics/republicans-israel-war-protests-college-campuses.html,News
NYT,11/1/2023,"Does a 2-State Solution, Long Discounted, Still Have a Future?",https://nytimes.com/2023/11/01/world/middleeast/israel-palestine-two-state-solution.html,News
NYT,11/1/2023,"For Europe’s Jews, a World of Fear",https://nytimes.com/2023/10/31/world/europe/europe-antisemitism-israel-hamas.html,News
NYT,11/1/2023,House Blocks Censure of Tlaib on Charge of Antisemitism,https://nytimes.com/2023/11/01/us/politics/house-republicans-democrats-expulsion-censure.html,News
NYT,11/1/2023,"In Gazan Neighborhood Hit by Airstrikes, Death and Despair Reign",https://nytimes.com/2023/11/01/world/middleeast/gaza-jabaliya-israel-airstrike.html,News
NYT,11/1/2023,Investors on Edge as They Await the Fed’s Decision on Rates,https://nytimes.com/2023/11/01/business/dealbook/federal-reserve-interest-rates.html,News
NYT,11/1/2023,"The fate of many Gazans lies with the Rafah crossing, and Egypt.",https://nytimes.com/2023/10/31/world/middleeast/egypt-rafah-crossing-gaza-israel.html,News
NYT,11/1/2023,Thursday Briefing: The First Evacuees Leave Gaza,https://nytimes.com/2023/11/01/briefing/gaza-india-dalio.html,News
NYT,10/31/2023,"U.N. human rights lawyer retires, criticizes the agency and calls the Israeli strikes in Gaza ‘genocide.’",https://nytimes.com/live/2023/10/31/world/israel-hamas-war-gaza-news/un-human-rights-lawyer-resigns-criticizes-the-agency-and-calls-the-israeli-strikes-in-gaza-genocide,News
NYT,10/31/2023,"In defending Israel, Netanyahu describes Allied bombing that accidentally hit a school during World War II.",https://nytimes.com/live/2023/10/31/world/israel-hamas-war-gaza-news/in-defending-israel-netanyahu-describes-allied-bombing-that-accidentally-hit-a-school-during-world-war-ii,News
NYT,10/31/2023,Israel Faces Hostage Dilemma in Gaza,https://nytimes.com/2023/10/31/world/middleeast/israel-hostages-gaza-hamas.html,News
NYT,10/31/2023,Senate Confirms Lew as U.S. Ambassador to Israel,https://nytimes.com/2023/10/31/us/politics/jacob-lew-confirmed-israel-ambassador.html,News
NYT,10/31/2023,Videos show a densely populated area of Gaza decimated by Israel’s airstrike.,https://nytimes.com/2023/10/31/world/middleeast/jabaliya-camp-strike-israel-gaza.html,News
NYT,10/31/2023,"A Deadly Airstrike, and Gazans at the Breaking Point",https://nytimes.com/2023/10/31/world/middleeast/israel-airstrike-gaza-jabaliya.html,News
NYT,10/31/2023,Here is the latest on the war.,https://nytimes.com/live/2023/10/31/world/israel-hamas-war-gaza-news/here-is-the-latest-on-the-war,News
NYT,10/31/2023,Transcript: Ezra Klein Interviews Zack Beauchamp,https://nytimes.com/2023/10/31/podcasts/transcript-ezra-klein-interviews-zack-beauchamp.html,News
NYT,10/31/2023,"Weekly Student News Quiz: Gaza Strip, Matthew Perry, World Series",https://nytimes.com/interactive/2023/10/31/learning/31StudentNewsQuiz.html,News
NYT,10/30/2023,"Israelis Advance on Gaza City, as Netanyahu Rules Out Cease-Fire",https://nytimes.com/2023/10/30/world/middleeast/israel-gaza-netanyahu.html,News
NYT,10/30/2023,‘A Very Slow Game:’ Why the Pace of Israel’s Ground Operation Counts,https://nytimes.com/2023/10/30/world/middleeast/israel-ground-operation.html,News
NYT,10/30/2023,Israel’s Emergency Medical Service to Receive $88 Million in Gift Led by Michael Bloomberg,https://nytimes.com/2023/10/30/world/middleeast/bloomberg-israel-donation.html,News
NYT,10/30/2023,Israel’s Invasion Begins,https://nytimes.com/2023/10/30/podcasts/the-daily/israel-invasion-gaza.html,News
NYT,10/30/2023,Settler Violence Against Palestinians in the West Bank Is Rising,https://nytimes.com/2023/10/30/world/middleeast/west-bank-settlers-palestinians-violence.html,News
NYT,10/30/2023,‘One Would Rather Die With His Family’: Some See No Point in Fleeing Gaza.,https://nytimes.com/2023/10/30/world/middleeast/gaza-civilian-interviews.html,News
NYT,10/30/2023,A Tale of Two Recoveries,https://nytimes.com/2023/10/30/nyregion/a-tale-of-two-recoveries.html,News
NYT,10/30/2023,Biden to Issue First Regulations on Artificial Intelligence Systems,https://nytimes.com/2023/10/30/us/politics/biden-artificial-intelligence.html,News
NYT,10/30/2023,Gaza’s Vital Tunnels,https://nytimes.com/2023/10/30/briefing/gaza-tunnels.html,News
NYT,10/29/2023,‘No other option’: Gaza hospital says it can’t follow a new Israeli evacuation order.,https://nytimes.com/live/2023/10/29/world/israel-hamas-war-gaza-news/no-other-option-gaza-hospital-says-it-cant-follow-a-new-israeli-evacuation-order,News
NYT,10/29/2023,They Refused to Serve. Now They’re Supporting Israel’s War Effort.,https://nytimes.com/2023/10/29/world/europe/israel-reservists-hamas-war.html,News
NYT,10/29/2023,Protesters fill the streets in New York to support Palestinians in Gaza.,https://nytimes.com/2023/10/28/nyregion/palestine-protest-brooklyn-barclays-center-nyc.html,News
NYT,10/29/2023,"As Fighting Rages, Ukraine Takes Its Battle to the Diplomatic Arena",https://nytimes.com/2023/10/29/world/europe/ukraine-war-russia-peace-forum-malta.html,News
NYT,10/29/2023,Marina Abramovic Thinks the Pain of Love Is Hell on Earth,https://nytimes.com/interactive/2023/10/29/magazine/marina-abramovic-interview.html,News
NYT,10/29/2023,"Mob storms plane arriving in Russia from Tel Aviv, authorities say.",https://nytimes.com/2023/10/29/world/middleeast/dagestan-airport-russia-israel-mob.html,News
NYT,10/29/2023,"With phone and internet service cut, Gazan paramedics drove blindly toward explosions.",https://nytimes.com/live/2023/10/30/world/israel-hamas-gaza-war-news/with-phone-and-internet-cut-gazan-paramedics-drove-blindly-toward-explosions,News
NYT,10/28/2023,A.I. Muddies Israel-Hamas War in Unexpected Way,https://nytimes.com/2023/10/28/business/media/ai-muddies-israel-hamas-war-in-unexpected-way.html,News
NYT,10/28/2023,Gaza’s Tunnels Loom Large for Israel’s Ground Forces,https://nytimes.com/2023/10/28/us/politics/gazas-tunnels-israel-ground-war.html,News
NYT,10/28/2023,"Israel says Al Shifa hospital conceals underground Hamas command centers, which the group denies.",https://nytimes.com/live/2023/10/29/world/israel-hamas-war-gaza-news/israel-says-al-shifa-hospital-conceals-underground-hamas-command-centers-which-the-group-denies,News
NYT,10/28/2023,"Israel-Hamas War Enters ‘Second Stage,’ Netanyahu Says",https://nytimes.com/2023/10/28/world/middleeast/israel-gaza-military-incursion.html,News
NYT,10/28/2023,Pro-Palestinian protests fill the streets in cities around the world.,https://nytimes.com/live/2023/10/29/world/israel-hamas-war-gaza-news/pro-palestinian-protests-fill-the-streets-in-cities-around-the-world,News
NYT,10/28/2023,Is Crypto Financing Terrorism?,https://nytimes.com/2023/10/28/business/dealbook/is-crypto-financing-terrorism.html,News
NYT,10/28/2023,"The cause of phone and internet outages in Gaza remains unclear, experts say.",https://nytimes.com/live/2023/10/28/world/israel-gaza-news-hamas-war/the-cause-of-phone-and-internet-outages-in-gaza-remains-unclear-experts-say,News
NYT,10/27/2023,Saudi Arabia Warns U.S.: Israeli Invasion of Gaza Could Be Catastrophic,https://nytimes.com/2023/10/27/world/middleeast/saudi-arabia-israel-us-invasion.html,News
NYT,10/27/2023,The Biden administration would not comment on the Israeli military’s activity in Gaza.,https://nytimes.com/live/2023/10/27/world/israel-hamas-war-gaza-news/the-biden-administration-would-not-comment-on-the-israeli-militarys-activity-in-gaza,News
NYT,10/27/2023,Artforum Fires Top Editor After Its Open Letter on Israel-Hamas War,https://nytimes.com/2023/10/26/arts/artforum-editor-fired-david-velasco-palestine-gaza.html,News
NYT,10/27/2023,Israel Expands Its Operations in Gaza,https://nytimes.com/2023/10/27/briefing/israel-gaza-strikes-maine-manhunt.html,News
NYT,10/27/2023,Israel Intensifies Gaza Strikes and Says It Is Expanding Ground Activity,https://nytimes.com/2023/10/27/world/middleeast/israel-gaza-raid-hamas.html,News
NYT,10/27/2023,Ukraine Aid in Doubt as Johnson Moves to Drop It From Israel Assistance Bill,https://nytimes.com/2023/10/27/us/ukraine-israel-aid-johnson.html,News
NYT,10/27/2023,Artists Call for Boycott After Artforum Fires Its Top Editor,https://nytimes.com/2023/10/27/arts/design/artforum-boycott-goldin-eisenman.html,News
NYT,10/27/2023,"Consumers Kept Spending in September, as Inflation Held Steady",https://nytimes.com/2023/10/27/business/economy/inflation-pce-september.html,News
NYT,10/27/2023,Cornel West’s Improvisational Run for President: ‘It’s Jazz All the Way Down’,https://nytimes.com/2023/10/27/us/politics/cornel-west.html,News
